Generated by GetData Graph Digitizer 2.26.0.20 on May 31 2018, 19:15
from file 'C:\Users\ander\Dropbox\website\amamaral.github.io\blog\References\transimpedance_amplifiers\bpw34_spectral_response.bmp'

Line #1
 6.00075506788172e+002    4.82339181286550e-001
 6.06474779410245e+002    4.96374269005848e-001
 6.12717004525448e+002    5.10409356725146e-001
 6.18959229640651e+002    5.24444444444444e-001
 6.25358502262724e+002    5.38479532163743e-001
 6.31600727377927e+002    5.52514619883041e-001
 6.38000661252661e+002    5.66315789473684e-001
 6.44558303886926e+002    5.79883040935673e-001
 6.51115285268531e+002    5.93684210526316e-001
 6.57515880395925e+002    6.07251461988304e-001
 6.64072861777530e+002    6.21052631578947e-001
 6.70472795652264e+002    6.34853801169591e-001
 6.77187485793400e+002    6.48421052631579e-001
 6.84059223441407e+002    6.61988304093567e-001
 6.90616866075672e+002    6.75555555555556e-001
 6.97174508709937e+002    6.89122807017544e-001
 7.03732151344203e+002    7.02690058479532e-001
 7.10605211497531e+002    7.15789473684211e-001
 7.17635980410390e+002    7.28654970760234e-001
 7.24508379311057e+002    7.41988304093567e-001
 7.31223730704854e+002    7.55321637426901e-001
 7.38096129605521e+002    7.68654970760234e-001
 7.45126237265720e+002    7.81754385964912e-001
 7.52314053685450e+002    7.94619883040936e-001
 7.59658917612051e+002    8.07485380116959e-001
 7.67004442791313e+002    8.20116959064327e-001
 7.74349306717914e+002    8.32982456140351e-001
 7.81694170644515e+002    8.45847953216374e-001
 7.89197404583308e+002    8.58245614035088e-001
 7.96858347281632e+002    8.70409356725146e-001
 8.04676337486827e+002    8.82573099415205e-001
 8.12494988944682e+002    8.94502923976608e-001
 8.20628396668940e+002    9.06198830409357e-001
 8.28761804393197e+002    9.17894736842105e-001
 8.36895212117455e+002    9.29590643274854e-001
 8.45344698613436e+002    9.40584795321637e-001
 8.54109602628479e+002    9.51111111111111e-001
 8.63189924162586e+002    9.61169590643275e-001
 8.72428615708884e+002    9.70760233918129e-001
 8.81825677267373e+002    9.79883040935672e-001
 8.91538817597586e+002    9.88304093567251e-001
 9.01886099229227e+002    9.94619883040936e-001
 9.12871489678259e+002    9.97426900584795e-001
 9.24181555183601e+002    9.96491228070175e-001
 9.35186783212448e+002    9.92280701754386e-001
 9.44946872481557e+002    9.84093567251462e-001
 9.52675262951253e+002    9.72397660818713e-001
 9.58684065877296e+002    9.57894736842105e-001
 9.63439133759015e+002    9.42456140350877e-001
 9.67566672865910e+002    9.26783625730994e-001
 9.71537164465935e+002    9.11111111111111e-001
 9.75351931064410e+002    8.94970760233918e-001
 9.78851941396483e+002    8.79064327485380e-001
 9.82351951728556e+002    8.63157894736842e-001
 9.85539189552208e+002    8.46783625730994e-001
 9.88412332362118e+002    8.30409356725146e-001
 9.91442522678900e+002    8.14035087719298e-001
 9.94315665488810e+002    7.97660818713450e-001
 9.97345194552931e+002    7.81520467836257e-001
 1.00021833736284e+003    7.65146198830409e-001
 1.00293443266588e+003    7.48771929824561e-001
 1.00565052796892e+003    7.32397660818713e-001
 1.00852367077883e+003    7.16023391812865e-001
 1.01139681358874e+003    6.99649122807018e-001
 1.01411290889178e+003    6.83274853801170e-001
 1.01667195668795e+003    6.66900584795322e-001
 1.01907461822991e+003    6.50292397660819e-001
 1.02163432727874e+003    6.33684210526316e-001
 1.02435042258178e+003    6.17309941520468e-001
 1.02675242287108e+003    6.00935672514620e-001
 1.02899803690616e+003    5.84327485380117e-001
 1.03140003719546e+003    5.67953216374269e-001
 1.03364498997789e+003    5.51578947368421e-001
 1.03604765151985e+003    5.34970760233918e-001
 1.03860669931602e+003    5.18596491228070e-001
 1.04085231335110e+003    5.01988304093567e-001
 1.04309792738619e+003    4.85380116959064e-001
 1.04518649391441e+003    4.68771929824561e-001
 1.04743210794950e+003    4.52163742690058e-001
 1.04967772198458e+003    4.35555555555556e-001
 1.05160924100593e+003    4.18947368421053e-001
 1.05369780753415e+003    4.02339181286550e-001
 1.05594342156924e+003    3.85730994152047e-001
 1.05818903560432e+003    3.69122807017544e-001
 1.06043464963941e+003    3.52514619883041e-001
 1.06252321616763e+003    3.35906432748538e-001
 1.06492587770959e+003    3.19298245614035e-001
 1.06748492550576e+003    3.02923976608187e-001
 1.06988758704771e+003    2.86315789473684e-001
 1.07228958733701e+003    2.69941520467836e-001
 1.07484863513318e+003    2.53567251461988e-001
 1.07772111669043e+003    2.37426900584795e-001
 1.08059425950034e+003    2.21052631578947e-001
 1.08346740231025e+003    2.04678362573099e-001
 1.08665397888124e+003    1.88538011695906e-001
 1.09046742297440e+003    1.72865497076023e-001
 1.09459496208129e+003    1.57192982456140e-001
 1.09935002996301e+003    1.41754385964912e-001
 5.93517864153907e+002    4.68771929824561e-001
 5.87275639038704e+002    4.54736842105263e-001
 5.81033413923501e+002    4.40701754385965e-001
 5.74948236315170e+002    4.26666666666667e-001
 5.68863719959498e+002    4.12397660818713e-001
 5.62778542351166e+002    3.98362573099415e-001
 5.56693364742835e+002    3.84327485380117e-001
 5.50608848387163e+002    3.70058479532164e-001
 5.44524332031492e+002    3.55789473684211e-001
 5.38282768168950e+002    3.41520467836257e-001
 5.32355299320150e+002    3.27251461988304e-001
 5.26585539230881e+002    3.12748538011696e-001
 5.20500361622549e+002    2.98713450292398e-001
 5.14415184014217e+002    2.84678362573099e-001
 5.08487715165416e+002    2.70409356725146e-001
 5.02875002583018e+002    2.55906432748538e-001
 4.97105242493749e+002    2.41403508771930e-001
 4.91177773644949e+002    2.27134502923977e-001
 4.84935548529746e+002    2.13099415204678e-001
 4.78693323414543e+002    1.99064327485380e-001
 4.72608145806212e+002    1.85029239766082e-001
 4.66208873184138e+002    1.70994152046784e-001
 4.59809600562065e+002    1.56959064327485e-001
 4.53409666687331e+002    1.43157894736842e-001
 4.47010394065257e+002    1.29122807017544e-001
 4.40295703924121e+002    1.15555555555556e-001
 4.33423305023454e+002    1.02222222222222e-001
 4.26707953629657e+002    8.88888888888889e-002
 4.19677845969458e+002    7.57894736842105e-002
 4.12332982042857e+002    6.29239766081871e-002
 4.05302874382659e+002    4.98245614035088e-002
